1337.300772,1,1337.385909,1339.559835,1340.25132,1341.445219,1343.639,22,80,0.058074,70
1344.613157,1,1344.690125,1346.855894,1347.53923,1348.724989,1350.910641,22,80,0.058074,70
1351.875051,1,1351.943908,1354.101577,1354.776819,1355.954494,1358.132073,22,80,0.058074,70
1359.086805,1,1359.147605,1361.29723,1361.964435,1363.134083,1365.303644,22,80,0.058074,70
1366.248763,1,1366.301563,1368.443199,1369.102422,1370.264098,1372.425697,22,80,0.058074,70
1373.361271,1,1373.406125,1375.539828,1376.191124,1377.344883,1379.498575,22,80,0.058074,70
1380.424668,1,1380.461633,1382.587456,1383.230881,1384.376777,1386.522617,22,80,0.058074,70
1387.439296,1,1387.468425,1389.586423,1390.222031,1391.360118,1393.49816,22,80,0.058074,70
1394.405489,1,1394.426836,1396.537065,1397.164909,1398.295242,1400.425539,22,80,0.058074,70
1401.323583,1,1401.337203,1403.439714,1404.059848,1405.182481,1407.305087,22,80,0.058074,70
1408.19391,1,1408.199855,1410.294703,1410.90718,1412.022165,1414.137133,22,80,0.058074,70
1415.0168,1,1415.015123,1417.10236,1417.707233,1418.814624,1420.922007,22,80,0.058074,70
1421.792579,1,1421.783333,1423.863013,1424.460335,1425.560183,1427.660033,22,80,0.058074,70
1428.521574,1,1428.504812,1430.576985,1431.166808,1432.259166,1434.351535,22,80,0.058074,70
1435.204108,1,1435.17988,1437.2446,1437.826975,1438.911894,1440.996835,22,80,0.058074,70
1441.8405,1,1441.808859,1443.866177,1444.441156,1445.518688,1447.59625,22,80,0.058074,70
1448.431071,1,1448.392068,1450.442033,1451.009668,1452.079863,1454.150099,22,80,0.058074,70
1454.976135,1,1454.929821,1456.972486,1457.532826,1458.595736,1460.658696,22,80,0.058074,70
1461.476008,1,1461.422433,1463.457848,1464.010944,1465.066619,1467.122353,22,80,0.058074,70
1467.931002,1,1467.870216,1469.898431,1470.444333,1471.492823,1473.54138,22,80,0.058074,70
1474.341426,1,1474.273479,1476.294543,1476.833301,1477.874655,1479.916086,22,80,0.058074,70
1480.707587,1,1480.632529,1482.646492,1483.178155,1484.212423,1486.246777,22,80,0.058074,70
1487.029793,1,1486.947673,1488.954583,1489.4792,1490.506431,1492.533756,22,80,0.058074,70
1493.308346,1,1493.219212,1495.219119,1495.736739,1496.75698,1498.777326,22,80,0.058074,70
1499.543547,1,1499.447448,1501.4404,1501.951071,1502.964372,1504.977786,22,80,0.058074,70
1505.735696,1,1505.63268,1507.618725,1508.122495,1509.128903,1511.135433,22,80,0.058074,70
1511.88509,1,1511.775205,1513.754391,1514.251308,1515.250871,1517.250564,22,80,0.058074,70
1517.992025,1,1517.875318,1519.847692,1520.337802,1521.330568,1523.323472,22,80,0.058074,70
1524.056793,1,1523.933311,1525.89892,1526.382272,1527.368286,1529.354448,22,80,0.058074,70
1530.079686,1,1529.949476,1531.908367,1532.385006,1533.364317,1535.343783,22,80,0.058074,70
1536.060993,1,1535.924101,1537.87632,1538.346294,1539.318946,1541.291763,22,80,0.058074,70
1542.001001,1,1541.857474,1543.803067,1544.26642,1545.232461,1547.198674,22,80,0.058074,70
1547.899994,1,1547.749878,1549.688891,1550.14567,1551.105144,1553.064799,22,80,0.058074,70
1553.758258,1,1553.601597,1555.534075,1555.984326,1556.937279,1558.890421,22,80,0.058074,70
1559.576071,1,1559.412912,1561.338901,1561.782668,1562.729144,1564.675819,22,80,0.058074,70
